Gene,PC1_Loading,PC2_Loading,PC1_Abs
gene_9818,0.0010391670002265721,0.001977885655087789,0.0010391670002265721
gene_18469,-0.00027016501289851076,-0.0004432168652111378,0.00027016501289851076
gene_501,-0.000971552197912584,-0.000678683587001644,0.000971552197912584
gene_5399,0.000322192365313639,-0.002153491876669884,0.000322192365313639
gene_11824,0.0024974225908729946,-0.0017418255758778344,0.0024974225908729946
gene_3148,0.004646543382324166,-0.005043167177516403,0.004646543382324166
gene_4566,0.0032946479564004046,0.033567748318893656,0.0032946479564004046
gene_2930,0.0005806175035969961,-0.0014864891274626111,0.0005806175035969961
gene_5336,0.004509541089060932,-0.009156486303893183,0.004509541089060932
gene_7420,-0.011112189752040555,-0.0009913061299979026,0.011112189752040555
gene_15455,0.005441353830724429,-0.0052066347294268235,0.005441353830724429
gene_5004,-0.0002659862837976274,-0.01699594967773611,0.0002659862837976274
gene_16418,0.0036525207674082023,0.005206390136814317,0.0036525207674082023
gene_9849,-0.0007617422308953353,-0.0017305443296865136,0.0007617422308953353
gene_4290,0.0013235975098765886,-0.0019211235281031682,0.0013235975098765886
gene_11352,-0.005821034682753379,0.022162516710283436,0.005821034682753379
gene_1759,0.00501098497155095,-0.0024032915745041514,0.00501098497155095
gene_11667,-0.0002622863437533748,-0.001989170410056714,0.0002622863437533748
gene_19131,-0.0009778756162001296,-0.0038824561157391963,0.0009778756162001296
gene_8937,-0.0001040872323759855,-0.0019293414689677394,0.0001040872323759855
gene_9021,-0.002951328879298197,-0.0022336858288294317,0.002951328879298197
gene_12902,0.003587438071666449,-0.010294045360467052,0.003587438071666449
gene_18181,-0.0009659760068831642,0.0006532156477569279,0.0009659760068831642
gene_19909,0.0003553751880621572,-0.0006735053826733577,0.0003553751880621572
gene_10196,-0.0012595211839775881,-0.009924783426938916,0.0012595211839775881
gene_10657,0.009070469779616095,-0.007352680494170738,0.009070469779616095
gene_17265,-0.001661312352834442,0.00022120788965512424,0.001661312352834442
gene_6799,0.00041374480068985954,0.0004990115609576382,0.00041374480068985954
gene_19629,0.001265444497200518,-0.001351340931637272,0.001265444497200518
gene_12191,0.0011351427637305766,0.0006313539635450709,0.0011351427637305766
gene_20142,-0.0006594344937706907,-0.001887516005269737,0.0006594344937706907
gene_10233,-0.024793847136455337,-0.004879169386363784,0.024793847136455337
gene_4590,0.0012468810523664456,-0.005370309792827736,0.0012468810523664456
gene_11425,-2.660312787700791e-05,0.0005591711590141568,2.660312787700791e-05
gene_7575,-0.0036287428843181754,-0.0006580538417390745,0.0036287428843181754
gene_18637,0.00046982347977419733,0.00030970198928783146,0.00046982347977419733
gene_146,-0.0011091778147902314,-0.002602461311064024,0.0011091778147902314
gene_10714,-0.003145722568775137,0.016217011523227454,0.003145722568775137
gene_2718,-0.0015135657376778339,0.001375798002286616,0.0015135657376778339
gene_11941,0.004022774060457994,-0.00515125635244258,0.004022774060457994
gene_14591,-0.009670266292385021,-0.010073052387532947,0.009670266292385021
gene_10362,-0.0005323132748659912,0.002026467569114434,0.0005323132748659912
gene_1250,0.0005118686724726599,-0.0009944219930348138,0.0005118686724726599
gene_1710,0.0006404183967792775,-0.000993180804695912,0.0006404183967792775
gene_7340,0.0017752839910045864,-0.0028853692128834735,0.0017752839910045864
gene_10528,-0.0007423951633401131,-0.00016399506436926402,0.0007423951633401131
gene_4174,0.005575645253886416,-0.0006694661984019219,0.005575645253886416
gene_13012,-0.0019130343230475053,4.125934346259773e-05,0.0019130343230475053
gene_3052,-0.0012533803725000444,0.0016708031916007739,0.0012533803725000444
gene_14425,-0.002753369189271407,-0.0006830965708661396,0.002753369189271407
gene_16786,0.004220855204224877,-0.021641237327742858,0.004220855204224877
gene_6418,-0.0007764440541914056,0.0019276067820964118,0.0007764440541914056
gene_14988,0.0006895465436263965,-0.000966252689687384,0.0006895465436263965
gene_12107,0.010677658921859583,-0.008894521990041083,0.010677658921859583
gene_18517,-0.014064242610949925,-0.014764414756594981,0.014064242610949925
gene_19400,-0.0011038044048744214,-0.002376575799029693,0.0011038044048744214
gene_4539,0.004906272676268993,-0.0027085265984508424,0.004906272676268993
gene_3247,-0.0030591394481403137,0.00776601166644925,0.0030591394481403137
gene_19383,0.004333140864215043,-0.0060041993626516596,0.004333140864215043
gene_17112,0.0015902953408825102,0.0007476372227372061,0.0015902953408825102
gene_4696,-4.861322070958703e-05,-0.0027312438423940898,4.861322070958703e-05
gene_246,0.0006894805498352025,-0.0003773555123828487,0.0006894805498352025
gene_12874,-0.0049634157978553275,0.0030044307044050375,0.0049634157978553275
gene_3630,-0.01627100387995137,-0.02621114704618029,0.01627100387995137
gene_8936,-0.00011836735092440013,0.0010248151881316156,0.00011836735092440013
gene_19501,0.0001907437969729351,0.0008953200552117946,0.0001907437969729351
gene_5120,-0.0014064012367490395,0.0015120957637784155,0.0014064012367490395
gene_17183,-0.004225545496531899,0.02081054607669224,0.004225545496531899
gene_3819,-0.003958654343100224,0.009487843775485429,0.003958654343100224
gene_2331,-0.0063133148384443725,0.0014766561833812794,0.0063133148384443725
gene_2904,-0.005699441201411382,0.013351511522091825,0.005699441201411382
gene_3289,-0.0017644217754368586,0.001344867061784127,0.0017644217754368586
gene_12914,0.000801392223003904,1.2755062569073399e-05,0.000801392223003904
gene_18632,0.0431317053760688,0.020947498293443566,0.0431317053760688
gene_9121,0.004412148082993792,-0.006206697081350439,0.004412148082993792
gene_9674,-0.0003278846631912982,-0.007564454060359147,0.0003278846631912982
gene_5936,0.0009131648617047514,-0.01497423162936008,0.0009131648617047514
gene_14565,-2.0125821583249324e-05,-0.00261835659109309,2.0125821583249324e-05
gene_5941,0.03679705742030065,0.0006840341076275146,0.03679705742030065
gene_18193,-0.005160828119923348,0.004130861601305115,0.005160828119923348
gene_10975,0.0013433061932301763,8.526138746847713e-05,0.0013433061932301763
gene_69,-0.0025741375218791326,-0.009911800252592659,0.0025741375218791326
gene_14196,-0.0011131527062576193,0.0011588290420594858,0.0011131527062576193
gene_16945,-0.0014540069838851538,0.002673315225502762,0.0014540069838851538
gene_18714,-0.0028165014214993297,-0.0008918303995478834,0.0028165014214993297
gene_20258,0.0008759797649259864,0.00015393667422431575,0.0008759797649259864
gene_8148,-0.0005185303219810117,-0.00014967141840371807,0.0005185303219810117
gene_10220,0.0008767231101540202,-0.002115970615507143,0.0008767231101540202
gene_10680,0.002359864391530781,-0.00023637959198345796,0.002359864391530781
gene_6263,0.004766182328170694,-0.02006828738406751,0.004766182328170694
gene_18677,0.0021688347322009974,3.2550894518759607e-05,0.0021688347322009974
gene_20325,0.004642088291564638,-0.01475097572668308,0.004642088291564638
gene_6275,8.726731564799406e-05,0.0005516659339231099,8.726731564799406e-05
gene_4677,-0.0012582937776097337,0.0011768378978248397,0.0012582937776097337
gene_15176,0.00044103211147105456,-0.01795312838573129,0.00044103211147105456
gene_10730,0.002475481795048984,-0.003530345797047097,0.002475481795048984
gene_7991,-0.0018221879176895503,0.00305128128335792,0.0018221879176895503
gene_3733,-0.0028343505400251546,-0.002096501618533644,0.0028343505400251546
gene_7024,-0.0024920756693570783,0.00922669574711735,0.0024920756693570783
gene_12112,-0.0008072780284870349,-0.0018418571075440506,0.0008072780284870349
gene_17191,-0.0026065362940026725,0.010989604162526348,0.0026065362940026725
gene_1955,-0.0024609501735191543,-0.00042025161671654053,0.0024609501735191543
gene_18951,0.0016948358358526922,0.0004997102624584034,0.0016948358358526922
gene_14505,-0.0008228024519863368,-0.002151273495636178,0.0008228024519863368
gene_15606,-0.006443714289328495,-0.01654010541839116,0.006443714289328495
gene_12693,-0.00412185128386501,-0.01340278788168187,0.00412185128386501
gene_1276,0.000630991236738463,0.00037770770104801507,0.000630991236738463
gene_19494,0.004004817946870473,-0.0017165560131348998,0.004004817946870473
gene_10800,0.0016111731420950161,-0.00593349409254575,0.0016111731420950161
gene_422,0.0009068480178139193,-0.001269051441899,0.0009068480178139193
gene_3567,-0.0004189426501760568,0.025406969443626116,0.0004189426501760568
gene_11119,-0.01079099266450342,-0.003971086400988388,0.01079099266450342
gene_14960,0.0008250252856444188,-0.003052010441436954,0.0008250252856444188
gene_3448,-0.0028364372475524527,-0.013579754774548551,0.0028364372475524527
gene_11381,-0.002011364148805681,-0.0010871221482001928,0.002011364148805681
gene_20470,-0.003784770498035893,0.0008072342027035101,0.003784770498035893
gene_5892,-0.0005937374493338705,-0.0019984218585017014,0.0005937374493338705
gene_5619,-0.000623519638477735,0.0005870734262581643,0.000623519638477735
gene_12763,0.002482532957415256,0.0032779961614415637,0.002482532957415256
gene_18014,0.006278837442589905,0.0014234367109553481,0.006278837442589905
gene_15254,-0.0006669481180319035,0.0001846603560623455,0.0006669481180319035
gene_17288,0.004284746466674138,-0.011453706211839805,0.004284746466674138
gene_6926,0.0260390577464778,0.020517225488002083,0.0260390577464778
gene_5640,-0.017794627689967705,-0.024148185699756106,0.017794627689967705
gene_16466,0.00802296706301928,-0.027583405016977643,0.00802296706301928
gene_3006,0.00677764939689663,-0.0249411264896559,0.00677764939689663
gene_19826,0.0005770603323755263,-0.00013505668032810582,0.0005770603323755263
gene_19939,-0.0008059963204368195,-0.0018872867270738377,0.0008059963204368195
gene_19356,-0.0010346082513378006,0.009079931364355483,0.0010346082513378006
gene_8977,-0.017666580877228773,-0.03527585361741782,0.017666580877228773
gene_3604,-0.0018836822097030251,0.013888614101705653,0.0018836822097030251
gene_18626,-0.011922074213153935,-0.00561831612671043,0.011922074213153935
gene_12843,-0.004768171744515438,-0.004820782612718373,0.004768171744515438
gene_1615,-0.006900532345584558,-0.004138735525145846,0.006900532345584558
gene_4104,-0.001057411910314216,0.0012320146136554717,0.001057411910314216
gene_4033,-0.003941264772069899,-9.010050452437965e-05,0.003941264772069899
gene_7924,-0.0018470651338100407,-0.003250736970276092,0.0018470651338100407
gene_11361,-0.01011216491376087,-0.02508812366986436,0.01011216491376087
gene_1346,-0.009804248676575552,0.009917958292095446,0.009804248676575552
gene_14942,-0.002116159713629448,0.012589029696054643,0.002116159713629448
gene_11102,-0.000403779589487786,-0.0017178108079403875,0.000403779589487786
gene_728,-0.0008202354134775224,0.00014269440666879896,0.0008202354134775224
gene_3362,0.001328714373966458,-0.0011635153172785426,0.001328714373966458
gene_12192,0.00031595449249164265,0.0020397415665130802,0.00031595449249164265
gene_18698,0.004369619911283592,-0.002783821842228098,0.004369619911283592
gene_18497,-0.0007564301340662923,0.0033859190228754015,0.0007564301340662923
gene_10522,0.0007542175019478743,-0.0027852173594478504,0.0007542175019478743
gene_7564,-0.0038187969455523016,0.002578049424063144,0.0038187969455523016
gene_11183,-0.0004579894649539812,-0.0006099301751320131,0.0004579894649539812
gene_2613,0.002115153925861172,-0.029493668882158264,0.002115153925861172
gene_14459,0.011927876436274864,-0.0057938361196634685,0.011927876436274864
gene_8724,-0.003622708742097888,-0.004085796696768755,0.003622708742097888
gene_8482,-0.0002261670152504,-0.0022612392425548616,0.0002261670152504
gene_10142,0.0008362337893147009,-0.0025801975753324395,0.0008362337893147009
gene_19556,-0.0016161487472681028,0.0008684803212541746,0.0016161487472681028
gene_20323,0.0016566849947489048,-0.0010060480997829886,0.0016566849947489048
gene_14352,-0.001340199876778374,0.0010349732886452635,0.001340199876778374
gene_15614,0.0007334565305191387,-0.0015004212375739996,0.0007334565305191387
gene_2562,0.0037806015278513414,-0.0039052757306076596,0.0037806015278513414
gene_15214,-0.00030486104735290943,0.0001704415164167851,0.00030486104735290943
gene_16005,-0.0027706611460782604,-0.004454425497623099,0.0027706611460782604
gene_5014,0.00787791568732019,-0.008149551369710063,0.00787791568732019
gene_20442,-0.0012987738442046923,0.0001326882951033866,0.0012987738442046923
gene_834,0.0030065879770805794,0.0011750750722633334,0.0030065879770805794
gene_12321,0.001127702256715511,-0.005765542468260563,0.001127702256715511
gene_3039,-0.0009796436079702407,-7.08284498867148e-05,0.0009796436079702407
gene_2992,0.005917310620361802,0.0042611050761467775,0.005917310620361802
gene_14785,0.0004414080082696401,-0.0013851141090173412,0.0004414080082696401
gene_11519,0.0009179578447251381,-0.0008043705363443211,0.0009179578447251381
gene_15039,0.0013905572397028112,0.00020358114858155205,0.0013905572397028112
gene_15291,-4.8610236465132316e-05,-1.0242426314257585e-05,4.8610236465132316e-05
gene_18114,0.004401729776547936,-0.005006949324654383,0.004401729776547936
gene_3225,0.019877085244989674,0.019035421643046096,0.019877085244989674
gene_14997,-0.0011565811495412848,0.0010088653957493344,0.0011565811495412848
gene_16514,0.00027538900151148285,-0.0029134445072977267,0.00027538900151148285
gene_8261,0.011182973224349899,-0.0041750646756297805,0.011182973224349899
gene_8112,0.020938993985150152,-0.010477005335469356,0.020938993985150152
gene_20208,-0.0012751168106148977,-0.005684723411763001,0.0012751168106148977
gene_7546,-0.0014326236954018549,0.0015501264730908878,0.0014326236954018549
gene_3196,0.00277664870117788,0.004202421985648342,0.00277664870117788
gene_1845,0.0024082990736802048,0.0007180067760551232,0.0024082990736802048
gene_6457,0.0010239094525980748,0.0006809069976374224,0.0010239094525980748
gene_7165,0.0033863593335029794,-0.003125414196376849,0.0033863593335029794
gene_17920,-0.039443922730193,0.006240727090190999,0.039443922730193
gene_1023,-0.001271135594040257,4.9064077784945846e-05,0.001271135594040257
gene_17891,0.004279642144080085,0.0015081740110057054,0.004279642144080085
gene_19884,9.665691626720473e-05,0.0006298733733931525,9.665691626720473e-05
gene_10632,-0.004366904405107891,0.0005680633147999298,0.004366904405107891
gene_853,0.010819104717944766,-0.0013320606963237525,0.010819104717944766
gene_3493,0.01792834507280063,-0.004376741952638554,0.01792834507280063
gene_6966,0.011007554633447426,-0.007992936965457035,0.011007554633447426
gene_7270,9.162843392454134e-05,0.0016079369932550415,9.162843392454134e-05
gene_9513,0.003009109774690252,-4.176485819597335e-05,0.003009109774690252
gene_16263,0.012274309409490447,-0.004906415492476762,0.012274309409490447
gene_15084,0.003114856533502493,-0.01475061338109933,0.003114856533502493
gene_14221,0.007658609327187002,-0.00843092000066263,0.007658609327187002
gene_507,-0.010719767942244211,0.00929675863998496,0.010719767942244211
gene_10816,-0.0030589268802736617,-0.009439734913863088,0.0030589268802736617
gene_6237,-0.006843840260494356,-0.00015780510774187175,0.006843840260494356
gene_9922,-0.00023598474633272702,-0.00950266689424232,0.00023598474633272702
gene_9705,-0.0017319869555616804,0.0046904911545344015,0.0017319869555616804
gene_14520,-0.0022938325907781703,-0.01611137660039013,0.0022938325907781703
gene_19924,-0.008752127051278766,0.0008848459253767404,0.008752127051278766
gene_7442,0.006476772180933086,0.00584785358901082,0.006476772180933086
gene_18450,-0.0025111592003405994,-0.000581228763806968,0.0025111592003405994
gene_9542,-0.016638639482313908,0.017422418708777032,0.016638639482313908
gene_13884,-0.001059141709942348,-0.000607779233521439,0.001059141709942348
gene_4114,-0.000602746429889462,-0.0011075411048286294,0.000602746429889462
gene_14631,0.0009614759639940997,0.00026005187706991634,0.0009614759639940997
gene_4570,0.015391826982692964,-0.01132546438265466,0.015391826982692964
gene_7773,0.003928798404588731,-0.0011719017200147804,0.003928798404588731
gene_760,0.0019369339265853137,0.0036442801424587433,0.0019369339265853137
gene_19930,-0.0014520210928235038,-0.0017953551744427077,0.0014520210928235038
gene_18749,0.004463307242448815,0.0002068612504058043,0.004463307242448815
gene_12137,-0.001723626077394278,0.00024723190231468374,0.001723626077394278
gene_15749,0.0008108256858847427,-0.003011513631051493,0.0008108256858847427
gene_9348,0.0020390959465376025,-0.003684377375410933,0.0020390959465376025
gene_15605,0.003265968843763896,-0.007741785299065614,0.003265968843763896
gene_3580,-0.0017305699745510173,0.005578979937912401,0.0017305699745510173
gene_8891,0.021100462694317198,-0.01957775240331047,0.021100462694317198
gene_8227,0.003962340539651875,0.001978253794972305,0.003962340539651875
gene_17086,0.0005416910766273091,-0.002230119839498941,0.0005416910766273091
gene_19421,-0.0017646822204818826,-0.0003797611259285166,0.0017646822204818826
gene_16213,-0.0052438106061675005,-0.0016518743568935282,0.0052438106061675005
gene_15951,3.386929335650834e-05,0.006037568864601899,3.386929335650834e-05
gene_16008,0.0024584394161811826,-0.00019773185850204358,0.0024584394161811826
gene_7289,0.0012615852016229227,-0.005489424998481605,0.0012615852016229227
gene_8356,-0.0012667664328268912,-0.0052339466320302,0.0012667664328268912
gene_13078,-0.0011109793164630329,-0.0017020270190681508,0.0011109793164630329
gene_11728,-0.00018491922215127063,0.0007711964815522988,0.00018491922215127063
gene_13598,0.0062684751657397925,-0.005060550953876944,0.0062684751657397925
gene_13839,0.0038069083330223184,-0.010048911525929793,0.0038069083330223184
gene_16019,-0.005958246218646275,0.0021459163286582108,0.005958246218646275
gene_492,0.0009527148803161018,-0.0007321496681706164,0.0009527148803161018
gene_3592,-0.004192639305293521,0.009953259813338425,0.004192639305293521
gene_17634,-0.0005640335893882303,0.0022433894303897227,0.0005640335893882303
gene_18203,0.008701079680208581,0.005095096304715425,0.008701079680208581
gene_5627,0.0005105029209482887,-0.0005123747455462986,0.0005105029209482887
gene_14458,-0.012188933995283148,0.006824096665712737,0.012188933995283148
gene_9970,0.0019385328683726548,-0.017649381704168788,0.0019385328683726548
gene_9192,0.009687997201807033,0.00018838113973095223,0.009687997201807033
gene_18571,0.007052512532268654,-0.002763731305328662,0.007052512532268654
gene_16330,-0.001399891462149536,-0.0012788387768071807,0.001399891462149536
gene_11629,0.018975880771711213,-0.0007111726219693919,0.018975880771711213
gene_14548,0.001848226019914761,-0.0032593277883948583,0.001848226019914761
gene_4142,-0.00740038236090004,0.017292426285187405,0.00740038236090004
gene_11901,-0.0008724056398602808,-0.0009626832705976184,0.0008724056398602808
gene_3430,-6.229663893855104e-05,0.01424358023032227,6.229663893855104e-05
gene_11863,0.0026251101997012555,0.005357629563116724,0.0026251101997012555
gene_17849,0.0008884288837391235,0.0011607390442099044,0.0008884288837391235
gene_10235,0.02274487554501087,-0.010597950078158655,0.02274487554501087
gene_20529,-0.003593929204140167,-0.01073047338683468,0.003593929204140167
gene_3254,0.0010969096810973164,-0.001564283977533312,0.0010969096810973164
gene_17766,0.009872708883500406,-0.004280087669752665,0.009872708883500406
gene_11086,0.00026707091670528314,-0.00011165041028769029,0.00026707091670528314
gene_17256,-0.0007718192685494835,-0.0004656701569677471,0.0007718192685494835
gene_15953,-0.0018137761402049568,-0.001285885547674365,0.0018137761402049568
gene_14620,-0.007899116452197201,0.0019104032175610432,0.007899116452197201
gene_15343,0.0046400343957615385,-5.582018837489174e-05,0.0046400343957615385
gene_6892,-0.0016069016436514748,7.030739848701254e-05,0.0016069016436514748
gene_11775,-0.0019298747641028286,-0.015559475272525155,0.0019298747641028286
gene_17791,-0.0010008347271235453,0.0009103704461540488,0.0010008347271235453
gene_12085,-0.006202926225534737,-0.014208967068645098,0.006202926225534737
gene_20407,-0.0017350825010236885,8.478955570291831e-05,0.0017350825010236885
gene_5832,0.0023494105107283174,-0.005934403223358589,0.0023494105107283174
gene_7683,0.009253910781265688,-0.01775260419974997,0.009253910781265688
gene_1516,0.00420662022630239,-8.285260133202119e-05,0.00420662022630239
gene_463,0.0007562097718228359,-0.0005799260010489082,0.0007562097718228359
gene_16489,0.00032534680468505124,-0.0012175610009962415,0.00032534680468505124
gene_2128,-0.00157617599357444,0.0012472573690590278,0.00157617599357444
gene_6589,0.0020503041844442222,-0.006758404751843844,0.0020503041844442222
gene_17340,-7.664747299980195e-05,-0.00023655007256748677,7.664747299980195e-05
gene_8956,0.004358700189369884,-0.0033133248653244955,0.004358700189369884
gene_1566,-0.022084351878636724,-0.004270836143966523,0.022084351878636724
gene_7513,0.003744283839267102,-0.015488700857958407,0.003744283839267102
gene_5714,0.00010177133675388182,2.038826084425587e-05,0.00010177133675388182
gene_7591,0.0031177203052166714,0.0042820276908001114,0.0031177203052166714
gene_15743,-0.008152743115283698,-0.014476694495781303,0.008152743115283698
gene_17376,-0.004346111166870845,-0.007946087595218554,0.004346111166870845
gene_4941,0.003110478021768334,0.0009262515445378272,0.003110478021768334
gene_18458,-0.01232965380150732,0.005248163789769327,0.01232965380150732
gene_5119,-0.0016235810868000335,0.003280651612259213,0.0016235810868000335
gene_7027,0.005815048071523353,-0.0049613466796698605,0.005815048071523353
gene_18956,-3.060850430081954e-05,0.0006598212024163429,3.060850430081954e-05
gene_7331,0.006289505544556293,-0.0006074207452649466,0.006289505544556293
gene_17134,-0.008354565064471155,-0.00836242223509635,0.008354565064471155
gene_16114,0.0026789991955677725,3.78245204735482e-05,0.0026789991955677725
gene_11189,-0.0006941676734448454,0.002736050039884293,0.0006941676734448454
gene_3899,0.00014516699976734515,-0.0008360643870593755,0.00014516699976734515
gene_17772,0.0027735482525179803,0.0006027187933960762,0.0027735482525179803
gene_11719,0.00036639720777222333,0.001940246548468001,0.00036639720777222333
gene_9395,0.010477637947907249,-0.009780751171329281,0.010477637947907249
gene_17041,0.00040212990086056083,-0.00042747350216810234,0.00040212990086056083
gene_12277,0.0025776066548745423,-0.0026241074542769803,0.0025776066548745423
gene_13363,-0.003347594812022322,0.007814636896022029,0.003347594812022322
gene_15776,-0.0015281123214167173,-0.0009159749293477353,0.0015281123214167173
gene_16432,-0.0002644962104464359,-0.0011885224491243066,0.0002644962104464359
gene_1033,-0.0021870093069996342,-0.008565338842793249,0.0021870093069996342
gene_3407,0.00040123281672174314,0.0004679354681440446,0.00040123281672174314
